"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","Y"
-5.06403607082337,1.8,0.837247524533702,0,-0.619896718820353,1.88327457806383,3.43256673426799,1.40854497005471,0,5.69035945432406,0.454864694499525,3.969,2.23159136044214,3.17805383034795
-3.60050234349652,0,1.95586047990848,0,-0.757152510535858,1.85957386881191,5.52958461372054,1.60283616879954,0.693147180559945,5.48893772615669,1.23645043346563,3.969,3.0232432915662,3.07269331469012
-3.60123494426189,0,1.95586047990848,0,-0.757152510535858,1.97199551953099,2.9181191833791,1.60283616879954,0.693147180559945,5.48893772615669,1.23645043346563,3.9283,2.00748598998847,3.54673968695281
-3.43052321104398,0,0.779324876800998,0,-0.780886094867952,1.9456243939455,1.41959249606244,1.80207277050312,1.09861228866811,5.40267738187228,1.77224077593218,3.9463,1.71464281994822,3.50855589998265
-2.67292439912684,0,0.779324876800998,0,-0.780886094867952,1.96669268823784,2.16270964142744,1.80207277050312,1.09861228866811,5.40267738187228,1.77224077593218,3.969,2.30867927612304,3.58905911883173
-3.51157043914353,0,0.779324876800998,0,-0.780886094867952,1.86097453824953,2.63994727431642,1.80207277050312,1.09861228866811,5.40267738187228,1.77224077593218,3.9412,2.28254244210267,3.35689712276558
-2.42712842806865,1.25,2.06305806242931,0,-0.646263594661095,1.79375747189073,3.61980831178359,1.71568803227676,1.6094379124341,5.73979291217923,0.437029194718391,3.956,3.52562051276084,3.13113691056019
-1.93412981051978,1.25,2.06305806242931,0,-0.646263594661095,1.82002293450091,9.05333246368872,1.78347524964036,1.6094379124341,5.73979291217923,0.437029194718391,3.969,4.37607129740821,3.29953372788566
-1.5547603511434,1.25,2.06305806242931,0,-0.646263594661095,1.72828704627248,10,1.80535003107989,1.6094379124341,5.73979291217923,0.437029194718391,3.8663,5.47083174663597,2.80336038090653
-1.77172157549155,1.25,2.06305806242931,0,-0.646263594661095,1.79242591377122,6.83884734416772,1.88587196239502,1.6094379124341,5.73979291217923,0.437029194718391,3.8671,4.13521462562707,2.9391619220656
-1.49214388521174,1.25,2.06305806242931,0,-0.646263594661095,1.85269776733313,8.63533582620238,1.84793499278216,1.6094379124341,5.73979291217923,0.437029194718391,3.9252,4.52216762183801,2.70805020110221
-2.14157229714634,1.25,2.06305806242931,0,-0.646263594661095,1.79325834535179,6.2572906216281,1.82884649743732,1.6094379124341,5.73979291217923,0.437029194718391,3.969,3.6428011200174,2.9391619220656
-2.3668036653207,1.25,2.06305806242931,0,-0.646263594661095,1.77308620396243,0.949864195556396,1.69578073265612,1.6094379124341,5.73979291217923,0.437029194718391,3.905,3.96358423652128,3.07731226054641
-0.462416484558303,0,2.09679018001445,0,-0.619896718820353,1.78322313820577,3.00241822565691,1.54915698154917,1.38629436111989,5.7268477475872,4.44706674769986,3.969,2.87402157263998,3.01553490085017
-0.449479693527584,0,2.09679018001445,0,-0.619896718820353,1.80763281838435,6.56359495267742,1.49557468428452,1.38629436111989,5.7268477475872,4.44706674769986,3.8002,3.20312347560939,2.90142159408275
-0.46618692214761,0,2.09679018001445,0,-0.619896718820353,1.76370287144553,2.39950201819305,1.50376623726006,1.38629436111989,5.7268477475872,4.44706674769986,3.9562,2.91032644217105,2.99071973173045
0.0525260342514466,0,2.09679018001445,0,-0.619896718820353,1.78086702806163,0.464696124870113,1.50376623726006,1.38629436111989,5.7268477475872,4.44706674769986,3.8685,2.56515106767613,3.13983261752775
-0.243091189123906,0,2.09679018001445,0,-0.619896718820353,1.79009141212736,6.033303064689,1.44877608099118,1.38629436111989,5.7268477475872,4.44706674769986,3.8675,3.83014360044111,2.86220088092947
-0.219761775967802,0,2.09679018001445,0,-0.619896718820353,1.69671592054116,0.810406122667888,1.33407958967115,1.38629436111989,5.7268477475872,4.44706674769986,2.8899,3.41906419945575,3.00568260440716
-0.320480784203167,0,2.09679018001445,0,-0.619896718820353,1.74519183341172,4.02681809477874,1.33407958967115,1.38629436111989,5.7268477475872,4.44706674769986,3.9095,3.35857112474933,2.90142159408275
0.224574526979991,0,2.09679018001445,0,-0.619896718820353,1.71739505393919,9.53174726442587,1.33444828239628,1.38629436111989,5.7268477475872,4.44706674769986,3.7657,4.58475735453906,2.61006979274201
-0.160121804898053,0,2.09679018001445,0,-0.619896718820353,1.78590905554988,7.51470845209069,1.38936464297711,1.38629436111989,5.7268477475872,4.44706674769986,3.9253,3.71887079635741,2.97552956623647
0.209020285867676,0,2.09679018001445,0,-0.619896718820353,1.81515042201863,8.05236289895306,1.38050262132808,1.38629436111989,5.7268477475872,4.44706674769986,3.969,4.32666153055679,2.72129542785223
-0.0116374532441208,0,2.09679018001445,0,-0.619896718820353,1.76009678871921,10,1.40981555616124,1.38629436111989,5.7268477475872,4.44706674769986,3.9454,4.45869936192159,2.67414864942653
-0.287335465860119,0,2.09679018001445,0,-0.619896718820353,1.77901189640555,8.58962212137822,1.48151362770082,1.38629436111989,5.7268477475872,4.44706674769986,3.9433,4.03732584763727,2.74727091425549
-0.17371073654606,0,2.09679018001445,0,-0.619896718820353,1.72258801036676,6.79910980126117,1.49393727013525,1.38629436111989,5.7268477475872,4.44706674769986,3.0342,4.06324993078201,2.63188884013665
-0.397630875999648,0,2.09679018001445,0,-0.619896718820353,1.76009678871921,7.74853101603616,1.54372536906872,1.38629436111989,5.7268477475872,4.44706674769986,3.7688,3.84837628097877,2.8094026953625
-0.0452379806501943,0,2.09679018001445,0,-0.619896718820353,1.79956228129108,7.43074596701548,1.49366784938822,1.38629436111989,5.7268477475872,4.44706674769986,3.0638,4.15692193816531,2.69462718077007
-0.257489167089002,0,2.09679018001445,0,-0.619896718820353,1.87103265012256,8.65824729231167,1.49395971858799,1.38629436111989,5.7268477475872,4.44706674769986,3.8794,3.57770876399966,2.91235066461494
0.00244700364305185,0,2.09679018001445,0,-0.619896718820353,1.89821938032918,7.12091184354639,1.4443273923705,1.38629436111989,5.7268477475872,4.44706674769986,3.8023,3.46121365997536,3.04452243772342
0.122934190094978,0,2.09679018001445,0,-0.619896718820353,1.74274427974233,8.58962212137822,1.44291096153879,1.38629436111989,5.7268477475872,4.44706674769986,3.6017,4.75394572960189,2.54160199346455
0.30359479091183,0,2.09679018001445,0,-0.619896718820353,1.80368804009333,10,1.42911435830282,1.38629436111989,5.7268477475872,4.44706674769986,3.7673,3.61109401705356,2.67414864942653
0.327856657447708,0,2.09679018001445,0,-0.619896718820353,1.78339121955754,6.0888409668836,1.38379123090177,1.38629436111989,5.7268477475872,4.44706674769986,2.326,5.26402887530074,2.58021682959233
0.141256477175355,0,2.09679018001445,0,-0.619896718820353,1.74064159804944,8.79648189619009,1.33162695977758,1.38629436111989,5.7268477475872,4.44706674769986,3.5877,4.28368999812078,2.57261223020711
0.477984199611674,0,2.09679018001445,0,-0.619896718820353,1.80763281838435,9.24292528897561,1.32436576449772,1.38629436111989,5.7268477475872,4.44706674769986,2.4831,4.50998891351187,2.60268968544438
