"x","y"
0.0094957563560456,2.69282173742339
0.0399959180504084,0.566786601720556
0.045770263299346,-0.133373144391727
0.113703411305323,-2.69673372172282
0.159046002896503,-0.145285216261856
0.186722789658234,-2.44509659088907
0.218799541005865,-2.76229967997411
0.232225910527632,-2.49873687881929
0.232550506014377,-1.59292653137288
0.266820780001581,-2.04291309703408
0.282733583590016,-2.4238220815326
0.286223284667358,-0.317056121148411
0.292315840255469,-1.76838142451829
0.302693370729685,-0.50896187781167
0.316612454829738,-1.09803853326135
0.514251141343266,2.15761182456894
0.525697546778247,0.42930109880133
0.544974835589528,-0.0835409453266436
0.609274732880294,-0.850477777344373
0.622299404814839,-2.15017442140423
0.623379441676661,-1.7021949588961
0.640310605289415,-2.90868268539325
0.666083758231252,-2.29226633589835
0.693591291783378,-1.37208722449801
0.810598552459851,-0.886642901282115
0.83134504687041,1.26615820349608
0.837295628152788,-1.18292418948116
0.860915383556858,-0.700902221089788
0.914658166002482,0.368868692640227
0.923433484276757,-0.288949279089763
