"Y","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91"
3.17805383034795,-5.06403607082337,1.8,0.837247524533702,0,-0.619896718820353,1.88327457806383,3.43256673426799,1.40854497005471,0,5.69035945432406,0.454864694499525,3.969,2.23159136044214,25.6444613266002,3.24,0.700983417337812,0.384271942004239,3.54672313638149,11.7825143852032,1.98399893266642,0,32.3801907194152,0.206901890302147,15.752961,4.98,-9.11526492748207,-4.23985166444624,3.13917934429132,-9.53697039457989,-17.3826417578415,-7.13292253573388,0,-28.8161855326478,-2.30345122028965,-20.099159165098,-11.3008591446168,1.50704554416066,-1.11581409387663,3.38989424051489,6.17862012168238,2.53538094609848,0,10.2426470177833,0.818756450099146,7.1442,4.01686444879585,-0.519006993298905,1.57676697850119,2.87390800106261,1.1793007893727,0,4.76423936683977,0.380834339467506,3.32303542487426,1.86839434230098,-1.16743573157955,-2.12783685570462,-0.873152405247827,0,-3.52743515464386,-0.281969131627478,-2.46037007699798,-1.38335616208593,6.46446566815448,2.65267693416371,0,10.7165093003737,0.856635115609726,7.47471680033533,4.20269927774756,4.8349246079303,0,19.5325385689401,1.56135341893204,13.6238573683096,7.66008626833353,0,8.01512718719142,0.640697377492779,5.59051498614715,3.14329678596832,0,0,0,0,2.5883436147836,22.5850366742122,12.6985569960798,1.80535797246862,1.01507212241529,8.85718610959485
3.07269331469012,-3.60050234349652,0,1.95586047990848,0,-0.757152510535858,1.85957386881191,5.52958461372054,1.60283616879954,0.693147180559945,5.48893772615669,1.23645043346563,3.969,3.0232432915662,12.963617125524,0,3.82539021686783,0.573279924210752,3.4580149735681,30.5763060002949,2.56908378401198,0.480453013918201,30.1284373616261,1.52880967441736,15.752961,9.14,0,-7.04208024146272,2.72612938856863,-6.69540007256218,-19.9092823602631,-5.77101538200373,-2.49567804799409,-19.7629331463336,-4.45184268331031,-14.2903938013377,-10.8851945562442,0,0,0,0,0,0,0,0,0,0,-1.48088467262057,3.63706703947974,10.815096016286,3.13492391832294,1.35569917721719,10.7355963752686,2.41832453818115,7.76281024475676,5.91304207512276,-1.40798102329782,-4.18673887249896,-1.21359142918425,-0.524818127931814,-4.15596297953452,-0.936181549851655,-3.00513831431682,-2.28905624817003,10.2826710530591,2.98059225548622,1.28895838420993,10.2070851630968,2.29927091615386,7.38064868531448,5.62194422405741,8.8630182173087,3.83281598466805,30.3515455962262,6.83705729251967,21.9469213318568,16.7172795885783,1.1110013713029,8.79786791577223,1.98182747568659,6.36165675396537,4.84576369480286,3.80464170915462,0.857042131858827,2.75110115964242,2.09555256369588,6.78679943077231,21.7855938351159,16.5943941584278,4.90747177042511,3.7380904783291,11.9992526242262
3.54673968695281,-3.60123494426189,0,1.95586047990848,0,-0.757152510535858,1.97199551953099,2.9181191833791,1.60283616879954,0.693147180559945,5.48893772615669,1.23645043346563,3.9283,2.00748598998847,12.9688931237729,0,3.82539021686783,0.573279924210752,3.88876632905029,8.5154195684051,2.56908378401198,0.480453013918201,30.1284373616261,1.52880967441736,15.43154089,4.03,0,-7.04351310634725,2.72668407907735,-7.10161917486287,-10.5088327747058,-5.77218962100775,-2.49618584814908,-19.7669543463129,-4.45274850784421,-14.146731231544,-7.22942869726266,0,0,0,0,0,0,0,0,0,0,-1.48088467262057,3.85694810320725,5.70743398643399,3.13492391832294,1.35569917721719,10.7355963752686,2.41832453818115,7.68320672322449,3.92636251178841,-1.49310135837835,-2.20946126573833,-1.21359142918425,-0.524818127931814,-4.15596297953452,-0.936181549851655,-2.97432220713801,-1.51997305718533,5.75451795508101,3.1607857434149,1.36688313443975,10.8241606029656,2.43827471491638,7.74658999937358,3.9587533777785,4.67726697198779,2.02268608449711,16.0173744750711,3.60810972919347,11.4632475880681,5.85808337775015,1.1110013713029,8.79786791577223,1.98182747568659,6.29642132189522,3.21767115311187,3.80464170915462,0.857042131858827,2.72289006939363,1.3914832539741,6.78679943077231,21.5621940696613,11.0189655851787,4.85714823778305,2.48215692249744,7.88600721447172
3.50855589998265,-3.43052321104398,0,0.779324876800998,0,-0.780886094867952,1.9456243939455,1.41959249606244,1.80207277050312,1.09861228866811,5.40267738187228,1.77224077593218,3.9463,1.71464281994822,11.7684895015115,0,0.60734726360089,0.60978309315812,3.78545428231578,2.0152428548768,3.24746627018879,1.20694896081258,29.1889228925943,3.14083736787668,15.57328369,2.94,0,-2.67349207880982,2.678847873626,-6.67450964340341,-4.86994500796608,-6.18205246720129,-3.7688149562141,-18.5340101602952,-6.07971311739393,-13.5378737477429,-5.8821219924823,0,0,0,0,0,0,0,0,0,0,-0.608563959678579,1.51627349111259,1.10632374710148,1.40440013985878,0.856175886518337,4.21044088502315,1.38115132436505,3.07544976131978,1.33626380441387,-1.51931103506792,-1.10854004055405,-1.40721356842605,-0.857891059871983,-4.21887564256166,-1.38391817868343,-3.0816107961774,-1.33894073576274,2.76199378980107,3.50615674195581,2.13748686832097,10.5115809067883,3.44811488559854,7.67801754582711,3.33605089739476,2.55820898236469,1.55958176107524,7.66960026995218,2.5158597067292,5.60213786721122,2.43409408062585,1.97977929074891,9.73601779768512,3.19370684508269,7.11151977423646,3.08991113696738,5.93544776343414,1.9470054949178,4.33545367477096,1.88372767267166,9.57484515536055,21.3205857520826,9.26366198132398,6.99379377406115,3.03875992167158,6.76649496036168
3.58905911883173,-2.67292439912684,0,0.779324876800998,0,-0.780886094867952,1.96669268823784,2.16270964142744,1.80207277050312,1.09861228866811,5.40267738187228,1.77224077593218,3.969,2.30867927612304,7.14452484344756,0,0.60734726360089,0.60978309315812,3.86788012996819,4.6773129931232,3.24746627018879,1.20694896081258,29.1889228925943,3.14083736787668,15.752961,5.33,0,-2.0830764780479,2.08724949591142,-5.25682087197528,-5.78075936879825,-4.81680427727988,-2.93650759156157,-14.4409481946171,-4.73706561111659,-10.6088369401344,-6.17092516690775,0,0,0,0,0,0,0,0,0,0,-0.608563959678579,1.53269253696638,1.68545342486177,1.40440013985878,0.856175886518337,4.21044088502315,1.38115132436505,3.09314043602316,1.7992111924376,-1.5357629731234,-1.68882988622754,-1.40721356842605,-0.857891059871983,-4.21887564256166,-1.38391817868343,-3.0993369105309,-1.80281554423429,4.25338523857683,3.54412334142099,2.16063275533181,10.6254061038362,3.48545297582277,7.80580327961599,4.54046265183741,3.89736015532095,2.37597938889319,11.6844224632971,3.83284221303936,8.5837945668255,4.99300292943502,1.97977929074891,9.73601779768512,3.19370684508269,7.15242682612688,4.16040805932618,5.93544776343414,1.9470054949178,4.36039217372373,2.53634342334217,9.57484515536055,21.4432265286511,12.4730493071072,7.03402363967481,4.09153555169483,9.16314804693234
3.35689712276558,-3.51157043914353,0,0.779324876800998,0,-0.780886094867952,1.86097453824953,2.63994727431642,1.80207277050312,1.09861228866811,5.40267738187228,1.77224077593218,3.9412,2.28254244210267,12.3311269490667,0,0.60734726360089,0.60978309315812,3.46322623201304,6.9693216111707,3.24746627018879,1.20694896081258,29.1889228925943,3.14083736787668,15.53305744,5.21,0,-2.73665419986355,2.74213652707653,-6.53494317651582,-9.27036080938707,-6.32810547008423,-3.85785443696675,-18.971882186412,-6.22334831980822,-13.8398014147525,-8.01530856577819,0,0,0,0,0,0,0,0,0,0,-0.608563959678579,1.45030375275111,2.05737658431777,1.40440013985878,0.856175886518337,4.21044088502315,1.38115132436505,3.07147520444809,1.77884210748471,-1.45320913982236,-2.06149811769824,-1.40721356842605,-0.857891059871983,-4.21887564256166,-1.38391817868343,-3.07762827709357,-1.78240565398391,4.9128746598241,3.35361154197909,2.04448949661939,10.0542450460409,3.29809495965737,7.33447285014904,4.24775336722696,4.75737709860955,2.9002785169999,14.2627834282847,4.67862220585457,10.4045601975359,6.02579169854048,1.97977929074891,9.73601779768512,3.19370684508269,7.10232920310689,4.11330758243091,5.93544776343414,1.9470054949178,4.32985075209875,2.50762917630051,9.57484515536055,21.293032097435,12.3318404251116,6.98475534610389,4.04521478869015,8.99595627281503
3.13113691056019,-2.42712842806865,1.25,2.06305806242931,0,-0.646263594661095,1.79375747189073,3.61980831178359,1.71568803227676,1.6094379124341,5.73979291217923,0.437029194718391,3.956,3.52562051276084,5.89095240633898,1.5625,4.25620856895459,0.41765663378428,3.21756586796382,13.1030122140576,2.9435854240977,2.59029039398023,32.945222674703,0.190994517036206,15.649936,12.43,-3.03391053508581,-5.0073068720784,1.56856474262778,-4.35367975308653,-8.78573965768913,-4.16419519683608,-3.90631251048026,-13.9312145483771,-1.06072598239696,-9.60172006143956,-8.55713377310379,2.57882257803664,-0.807829493326369,2.24219683986341,4.52476038972949,2.14461004034595,2.01179739054263,7.17474114022404,0.546286493397989,4.945,4.40702564095105,-1.33327931942012,3.70062581442699,7.46787472207378,3.53956402760205,3.32036386122657,11.841526044146,0.901616603680767,8.16145769497036,7.27355982391741,-1.1592401517343,-2.33935033155737,-1.1087867150562,-1.04012113067351,-3.70941920003523,-0.282436058350551,-2.55661878047929,-2.27848018598771,6.49305820607398,3.07752822732994,2.88694128097288,10.2957964233269,0.783924383460503,7.09610455879972,6.32410813781597,6.21046179966305,5.82585673272859,20.776950091423,1.58196191153372,14.3199616814159,12.7620704362864,2.76129336505568,9.84769400717288,0.749805759133894,6.78726185568686,6.04886492009322,9.23784032238179,0.703371354820324,6.3669363815893,5.67426731809265,2.50845707426002,22.7066207605811,20.2363316301784,1.72888749430596,1.54079909357451,13.9473547484819
3.29953372788566,-1.93412981051978,1.25,2.06305806242931,0,-0.646263594661095,1.82002293450091,9.05333246368872,1.78347524964036,1.6094379124341,5.73979291217923,0.437029194718391,3.969,4.37607129740821,3.74085812394129,1.5625,4.25620856895459,0.41765663378428,3.31248348210932,81.9628286980801,3.18078396607974,2.59029039398023,32.945222674703,0.190994517036206,15.752961,19.15,-2.41766226314973,-3.99022209937771,1.2499576838877,-3.52016061344791,-17.5103202025669,-3.44947264665363,-3.11286184461952,-11.101504577656,-0.845271193572295,-7.67656121795301,-8.4638899492772,2.57882257803664,-0.807829493326369,2.27502866812614,11.3166655796109,2.22934406205045,2.01179739054263,7.17474114022404,0.546286493397989,4.96125,5.47008912176027,-1.33327931942012,3.75481298882837,18.677550531066,3.67941299291367,3.32036386122657,11.841526044146,0.901616603680767,8.18827744978194,9.02808917188351,-1.1762145640162,-5.85083918164546,-1.15259512582167,-1.04012113067351,-3.70941920003523,-0.282436058350551,-2.56502020720989,-2.82809556715627,16.4772727175751,3.24596585746019,2.92921391228534,10.446554739452,0.795403157433938,7.22367102703413,7.96455012429412,16.1463943757544,14.570776500931,51.9642535066827,3.95657059612375,35.9326765483805,39.6180283402422,2.87039268265906,10.2367785969328,0.779430752150508,7.07861326582258,7.80461484958912,9.23784032238179,0.703371354820324,6.38785907445094,7.04301505356346,2.50845707426002,22.7812380684394,25.1177430160546,1.7345688738373,1.91247091513658,17.3686269794132
2.80336038090653,-1.5547603511434,1.25,2.06305806242931,0,-0.646263594661095,1.72828704627248,10,1.80535003107989,1.6094379124341,5.73979291217923,0.437029194718391,3.8663,5.47083174663597,2.41727974948756,1.5625,4.25620856895459,0.41765663378428,2.98697611431326,100,3.25928873472015,2.59029039398023,32.945222674703,0.190994517036206,14.94827569,29.93,-1.94345043892926,-3.20756087757183,1.00478501336648,-2.6870721749392,-15.547603511434,-2.80688664825852,-2.50229025387955,-8.92400244363021,-0.679475664240286,-6.01116994562574,-8.50583228744623,2.57882257803664,-0.807829493326369,2.1603588078406,12.5,2.25668753884986,2.01179739054263,7.17474114022404,0.546286493397989,4.832875,6.83853968329497,-1.33327931942012,3.56555652500458,20.6305806242931,3.72454193712637,3.32036386122657,11.841526044146,0.901616603680767,7.97640138677045,11.2866435430916,-1.11692899913026,-6.46263594661095,-1.16673200070721,-1.04012113067351,-3.70941920003523,-0.282436058350551,-2.49864893603819,-3.535599390367,17.2828704627248,3.12016307270299,2.78157069583968,9.92000973840597,0.75531189607469,6.68207620700329,9.45516764004721,18.0535003107989,16.094379124341,57.3979291217923,4.37029194718391,38.663,54.7083174663597,2.90559878523405,10.3623353123949,0.788990670267666,6.98002482516417,9.87676626382208,9.23784032238179,0.703371354820324,6.22256980084396,8.804964025584,2.50845707426002,22.1917613363586,31.4014412830663,1.68968597553972,2.39091319267213,21.1518767820187
2.9391619220656,-1.77172157549155,1.25,2.06305806242931,0,-0.646263594661095,1.79242591377122,6.83884734416772,1.88587196239502,1.6094379124341,5.73979291217923,0.437029194718391,3.8671,4.13521462562707,3.13899734106225,1.5625,4.25620856895459,0.41765663378428,3.21279065635858,46.7698329968299,3.55651305854765,2.59029039398023,32.945222674703,0.190994517036206,14.95446241,17.1,-2.21465196936443,-3.6551644806978,1.14499915411579,-3.17567966389861,-12.116533391155,-3.34124004438984,-2.85147587387357,-10.1693149413614,-0.774294053402271,-6.85142450458336,-7.32644897151168,2.57882257803664,-0.807829493326369,2.24053239221402,8.54855918020965,2.35733995299378,2.01179739054263,7.17474114022404,0.546286493397989,4.833875,5.16901828203383,-1.33327931942012,3.69787873271293,14.1089391511085,3.89066335672844,3.32036386122657,11.841526044146,0.901616603680767,7.97805183322039,8.53118787327553,-1.15837961419748,-4.41969806798031,-1.21877039348798,-1.04012113067351,-3.70941920003523,-0.282436058350551,-2.49916594691392,-2.67243866865288,12.2581272000117,3.38028577545141,2.88479822085273,10.2881535554704,0.783342453687811,6.93149025114467,7.41206585397969,12.8971904614656,11.0067001930528,39.2535675135297,2.98877594762363,26.446506564631,28.2801015600332,3.03519383427504,10.8245145230325,0.824181105067489,7.29285546577779,7.79848532095591,9.23784032238179,0.703371354820324,6.22385735117391,6.65537119453619,2.50845707426002,22.1963531706883,23.7352755985141,1.69003559889549,1.80720951782551,15.9912884787624
