"y","x1","x2"
"1",0,0,0
"2",0.0153801653987204,0.390274972400442,0.0153801653987204
"3",0.002934190425399,0.794528424955805,0.002934190425399
"4",0.866519237196916,0.730133685252027,0.866519237196915
"5",-0.246806677511024,-0.383192229455913,-0.246806677511025
"6",-0.246806677511024,-0.383192229455913,-0.246806677511025
"7",0.0499855375458416,-0.298190192316954,0.0499855375458416
"8",0.0524075794772221,-0.0839779724676665,0.0524075794772223
"9",-1.66102023988412,-0.383192229455913,-0.246806677511025
"10",1.16740688486207,-0.383192229455913,-0.246806677511025
